exp_id,exp_name,test_case,run_no,date_iso8601,commit_hash,environment,input_desc,metric_name,metric_unit,expected_value,measured_value,pass_fail,status,notes
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,21,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,57.46,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,22,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,59.4,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,23,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,58.76,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,24,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,59.73,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,25,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,59.72,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,26,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,54.53,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,27,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,61.74,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,28,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,76.07,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,29,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,85.09,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,vault_unlock_time_e2e,30,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara id --vault vault1.key --offline (cold-start proses baru per run; AKSARA_PASSPHRASE env)",waktu_unseal_e2e,ms,,64.74,,EXECUTED,"wall-clock Measure-Command; termasuk startup proses + unseal + cetak invite"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,1,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,33.53,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,2,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,25.46,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,3,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,23.02,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,4,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,17.57,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,5,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,28.66,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,6,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,20.56,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,7,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,16.06,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,8,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,31.15,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,9,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,17.07,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,10,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,19.34,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,11,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,16.34,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,12,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,20.17,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,13,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,17.45,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,14,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,15.87,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,15,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,16.01,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,16,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,23.5,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,17,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,19.4,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,18,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,18.01,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,19,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,27.35,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,20,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,18.82,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
EXP-05,Benchmark Argon2id dan Ciphertext Expansion,process_baseline_no_kdf,21,2026-07-27,75d17fd,"Windows 11 Home 10.0.26200 build 26200; Intel Core i7-1165G7 4C/8T @2.80GHz; RAM 11.79 GB (free ~0.93 GB saat uji); bare-metal LENOVO 82FG; rustc 1.97.0 / cargo 1.97.0; profil release","aksara -h (cold-start; tanpa unseal/Argon2id)",waktu_baseline_proses,ms,,18.07,,EXECUTED,"kontrol untuk mengisolasi biaya Argon2id dari overhead spawn proses"
